doc_id,Group,f_01_past_tense,f_02_perfect_aspect,f_03_present_tense,f_04_place_adverbials,f_05_time_adverbials,f_06_first_person_pronouns,f_07_second_person_pronouns,f_08_third_person_pronouns,f_09_pronoun_it,f_10_demonstrative_pronoun,f_11_indefinite_pronouns,f_12_proverb_do,f_13_wh_question,f_14_nominalizations,f_15_gerunds,f_16_other_nouns,f_17_agentless_passives,f_18_by_passives,f_19_be_main_verb,f_20_existential_there,f_21_that_verb_comp,f_22_that_adj_comp,f_23_wh_clause,f_24_infinitives,f_25_present_participle,f_26_past_participle,f_27_past_participle_whiz,f_28_present_participle_whiz,f_29_that_subj,f_30_that_obj,f_31_wh_subj,f_32_wh_obj,f_33_pied_piping,f_34_sentence_relatives,f_35_because,f_36_though,f_37_if,f_38_other_adv_sub,f_39_prepositions,f_40_adj_attr,f_41_adj_pred,f_42_adverbs,f_43_type_token,f_44_mean_word_length,f_45_conjuncts,f_46_downtoners,f_47_hedges,f_48_amplifiers,f_49_emphatics,f_50_discourse_particles,f_51_demonstratives,f_52_modal_possibility,f_53_modal_necessity,f_54_modal_predictive,f_55_verb_public,f_56_verb_private,f_57_verb_suasive,f_58_verb_seem,f_59_contractions,f_60_that_deletion,f_61_stranded_preposition,f_62_split_infinitve,f_63_split_auxiliary,f_64_phrasal_coordination,f_65_clausal_coordination,f_66_neg_synthetic,f_67_neg_analytic
student-200-1_001,Student,0,15.873015873015872,71.42857142857143,0,0,7.936507936507936,15.873015873015872,0,7.936507936507936,0,0,0,0,7.936507936507936,15.873015873015872,277.77777777777777,0,7.936507936507936,23.809523809523807,0,0,0,7.936507936507936,47.61904761904761,0,0,0,0,0,0,7.936507936507936,0,0,0,0,0,7.936507936507936,7.936507936507936,126.98412698412697,71.42857142857143,0,47.61904761904761,0.626984126984127,4.688,15.873015873015872,0,0,7.936507936507936,7.936507936507936,0,15.873015873015872,0,0,0,0,15.873015873015872,0,0,0,0,0,0,7.936507936507936,23.809523809523807,7.936507936507936,0,0
student-200-1_002,Student,0,28.77697841726619,93.52517985611512,0,0,14.388489208633095,0,14.388489208633095,14.388489208633095,14.388489208633095,0,0,0,21.58273381294964,0,251.79856115107913,7.194244604316547,0,35.97122302158273,14.388489208633095,0,7.194244604316547,0,14.388489208633095,0,0,0,7.194244604316547,14.388489208633095,0,0,0,0,0,0,0,0,0,129.49640287769785,93.52517985611512,0,35.97122302158273,0.6906474820143885,4.784172661870503,0,0,0,0,28.77697841726619,0,0,21.58273381294964,0,0,0,28.77697841726619,0,0,0,0,0,0,0,14.388489208633095,7.194244604316547,0,0
student-200-1_003,Student,0,21.052631578947366,73.68421052631578,0,0,0,0,21.052631578947366,10.526315789473683,10.526315789473683,0,0,0,21.052631578947366,0,210.52631578947367,10.526315789473683,0,21.052631578947366,0,10.526315789473683,0,0,21.052631578947366,0,0,10.526315789473683,0,0,0,10.526315789473683,0,0,0,0,0,0,31.578947368421055,105.26315789473684,84.21052631578947,0,52.63157894736842,0.776595744680851,5.361702127659575,10.526315789473683,0,0,0,42.10526315789473,0,21.052631578947366,10.526315789473683,0,10.526315789473683,10.526315789473683,21.052631578947366,10.526315789473683,0,0,0,0,0,0,10.526315789473683,10.526315789473683,0,0
student-200-1_004,Student,0,0,61.11111111111111,0,0,0,0,11.11111111111111,5.555555555555555,0,0,0,5.555555555555555,11.11111111111111,5.555555555555555,294.44444444444446,11.11111111111111,0,38.88888888888889,16.666666666666668,5.555555555555555,0,0,38.88888888888889,0,0,5.555555555555555,0,0,0,5.555555555555555,0,0,5.555555555555555,0,0,0,5.555555555555555,144.44444444444443,72.22222222222221,0,22.22222222222222,0.6460674157303371,4.676136363636363,5.555555555555555,5.555555555555555,0,0,5.555555555555555,0,0,11.11111111111111,0,0,11.11111111111111,22.22222222222222,11.11111111111111,0,0,0,0,0,0,5.555555555555555,0,0,0
student-200-1_005,Student,0,0,105.76923076923077,0,0,9.615384615384617,0,38.46153846153847,0,0,0,0,0,19.230769230769234,0,288.46153846153845,28.846153846153847,0,9.615384615384617,0,0,0,9.615384615384617,9.615384615384617,0,0,9.615384615384617,0,0,0,9.615384615384617,0,0,0,0,0,0,28.846153846153847,125,38.46153846153847,0,67.3076923076923,0.7669902912621359,4.970873786407767,0,0,0,0,9.615384615384617,0,0,0,0,0,0,28.846153846153847,0,0,0,0,0,0,0,0,0,0,0
student-200-1_006,Student,7.6923076923076925,7.6923076923076925,76.92307692307693,0,0,7.6923076923076925,0,0,15.384615384615385,7.6923076923076925,0,7.6923076923076925,0,23.076923076923077,7.6923076923076925,276.92307692307696,7.6923076923076925,0,30.76923076923077,0,7.6923076923076925,0,0,23.076923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6923076923076925,123.07692307692308,107.6923076923077,0,53.84615384615385,0.7131782945736435,5.0546875,7.6923076923076925,0,0,0,30.76923076923077,0,15.384615384615385,0,0,0,0,7.6923076923076925,15.384615384615385,0,0,0,0,0,0,15.384615384615385,15.384615384615385,0,0
student-200-1_007,Student,0,0,60.869565217391305,0,0,8.695652173913043,0,0,0,8.695652173913043,0,0,0,8.695652173913043,0,313.04347826086956,0,0,26.08695652173913,0,0,0,0,17.391304347826086,8.695652173913043,0,8.695652173913043,8.695652173913043,0,0,17.391304347826086,0,0,0,0,0,0,17.391304347826086,130.43478260869566,113.04347826086956,0,34.78260869565217,0.6695652173913044,4.798245614035087,0,0,0,0,17.391304347826086,0,8.695652173913043,8.695652173913043,0,0,0,0,0,0,0,0,0,8.695652173913043,8.695652173913043,17.391304347826086,17.391304347826086,0,0
student-200-1_008,Student,5.4945054945054945,0,43.956043956043956,0,0,21.978021978021978,0,21.978021978021978,10.989010989010989,0,0,0,0,10.989010989010989,5.4945054945054945,241.75824175824175,16.483516483516485,0,16.483516483516485,0,0,5.4945054945054945,5.4945054945054945,43.956043956043956,0,0,0,0,5.4945054945054945,0,5.4945054945054945,0,0,0,0,0,5.4945054945054945,0,104.3956043956044,82.41758241758242,0,49.450549450549445,0.6098901098901099,4.972222222222222,5.4945054945054945,0,0,0,5.4945054945054945,0,10.989010989010989,27.47252747252747,0,5.4945054945054945,10.989010989010989,16.483516483516485,5.4945054945054945,0,0,0,0,0,5.4945054945054945,0,0,0,0
student-200-1_009,Student,10.638297872340425,0,53.191489361702125,0,0,10.638297872340425,0,10.638297872340425,31.914893617021274,0,0,0,0,10.638297872340425,0,308.51063829787233,0,0,42.5531914893617,0,0,0,10.638297872340425,31.914893617021274,0,0,10.638297872340425,10.638297872340425,0,0,0,0,0,0,0,0,0,0,127.6595744680851,31.914893617021274,0,31.914893617021274,0.7340425531914894,4.8936170212765955,0,10.638297872340425,0,0,0,0,10.638297872340425,0,0,10.638297872340425,10.638297872340425,10.638297872340425,0,0,0,0,0,0,0,0,0,0,0
student-200-1_010,Student,0,0,79.26829268292683,12.195121951219512,0,0,0,0,6.097560975609756,0,0,0,0,42.6829268292683,30.48780487804878,268.2926829268293,6.097560975609756,0,30.48780487804878,6.097560975609756,0,0,0,18.29268292682927,6.097560975609756,0,0,6.097560975609756,0,0,0,0,0,6.097560975609756,0,0,0,24.390243902439025,134.14634146341464,79.26829268292683,0,54.8780487804878,0.6419753086419753,5.111801242236025,6.097560975609756,0,0,0,0,0,6.097560975609756,0,0,0,0,0,0,0,0,0,0,0,6.097560975609756,6.097560975609756,12.195121951219512,0,0
